text,label
(MARITES M. ALICANTE,arg_det
LANDLORD,arg_det
"EDWARD RAY BAKER, JR.",arg_det
TENANT,arg_det
Signed in the presence of:,none
ACKNOWLEDGEMENT,none
Republic of the Philippines),none
Olongapo City\t) S.S,none
"BEFORE ME, personally appeared:",none
Name\tPersonal ID Number\tDate/Place Issued,none
MARITES M. ALICANTE,none
JASMIN B. BAKER,none
EDWARD RAY BAKER,none
Known to me and to me known to be the same persons who executed the foregoing instrument and acknowledged to me that the same is their free and voluntary act and deed.,none
"This instrument consisting of four (4) page/s, including the page on which this acknowledgement is written, has been signed on each and every page thereof by the concerned parties and their witnesses, and sealed with my notarial seal.",none
"WITNESS MY HAND AND SEAL, on the date and place first above written.",none
Notary Public,none
"Doc.', 'No.', ';",none
Page No.,none
Book No.,none
Series of 2011.,none
"This agreement is made on the 1st day of May 2016 (01.05.2016) between ANAND RAJ, S/o.', 'CJ Scaria, aged 26 years, residing at Changankariyil House Karuvanchal PO, Alakode, Taliparamba, Kannur Pincode: 670571 (hereinafter referred to as the LESSEE) on the One part AND BEENA PURATHAYIL MADHAVAN W/O Parapattil Puthra Valsalan aged 62 years, residing at XXII/688, Nandavanam, Chcmbumukku, Thrikkakara P O. Cochin 682021.', '(hereinafter referred to as the LESSOR) on the Other part.",arg_on
BEENA PURATHAYIL MADHAVAN,arg_det
LESSOR,arg_det
-2-,none
"Where as the Lessor is the absolute owner in possession of the Flat No.', '3E, Regal Valancia, Thrikkakara- 682021 (Semi Furnished flat with Items 5 Fan, Kitchen and bedroom Cabinets, Light fixtures) situated within the limit of Thrikkakara Municipality and whereas the Lessee has requested the Lessor to let the said Flat for residential use of the Lessee and the Lessor has accepted the same.",none
BEENA PURATHAYIL MADHAVAN,arg_det
LESSOR,arg_det
NOW THIS DEED WITNESSES AS FOLLOWS:-,none
"The Lessee shall pay the Lessor a monthly rent of Rs.', '11500/- (Eleven Thousand Five Hundred Only) regularly and punctually without any delay or default on or before 5th day of every month in the English Calendar and the receipt of the same to be obtained.",arg_val
"The Lessee shall pay a sum of Rs.', '35000/- (Rupees Thirty-Five Thousand only) as security deposit to the Lessor free of interest and which shall be refunded at the time of expiry of the lease period after deducting dues, loss and damages, if any.",arg_val
"At all times during the term of lease the Lessee shall keep and maintain the said flat with all its fitting, and fixtures in proper clean and neat conditions.",none
The Lessee shall use the flat for residential purpose only.,none
The Lessee shall not make any alteration or modifications in the said flat.,none
The Lessee shall not use the flat so as to destroy or reduce its value or utility in any manner.,none
The Lessee shall not transfer his right or sublet the said flat or any part there of to anybody.,none
The period of lease shall be 11 months from 01-05-2016 on the expiry of the above period Lessee shall vacate and deliver the possession of the flat to the Lessor in good conditions as it is on this day.,arg_till
BEENA PURATHAY1L MADHAVAN,none
LESSOR,none
"The Electricity and Water charges and any other charges connected with self usage of the flat to be paid by the Lessee in addition to the rent, Lessee also liable to pay a maintenance Charges to the Flat Owners Association and obtain receipt for the same.",none
Explosive items not to be kept inside the flat.,none
That both parties are at liberty to evict or vacate the flat before the expiry of the period of tenancy by giving one month prior registered notice.,none
The period of agreement shall be renewed for further period if mutually agreed between both parties on or before expiry of this agreement\\,none
The lessee shall be liable to pay all costs /replacements for all such items that are part of flat/furnishings in the instance of damages caused or resulted from misuse/purposeful acts from the side of lessee /or shall be recovered from the paid advance if limited within the same .,none
14 Lesse shall have the right to use one car porch that belongs to the flat Valancy,none
3E,none
In witness whereof the parties here to have signed this deed on the day month and year first above written.,none
BEENA PURATHAYIL MADHAVAN LESSOR,none
Witness,none
1,none
2,none
"This Document is Type Written.', 'Corrections Nill.",none
RENEWAL OF RENTAL AGREEMENT,none
This AGREEMENT of Rent is made in Bangalore and Executed today the lstth of May 2010,none
BY AND BETWEEN,none
"1.', 'Mr. Balaji.R",none
"Aged about 63 years,",none
"No 24 2nd Cross, SBM Colony Mathikere - 560054",none
Hereinafter referred and called as the ‘Lessor’ of the First part of one part:,none
//AND//,none
"1 Mr.Kartheek R Aged about 31 years,",none
"No.81, sri manjunatha nilaya, raju colony, yamalur",none
B angalore-560037.,none
Hereinafter referred and called as the ‘Lessees’ of the second part of the another part:,none
NOW THIS AGREEMENT OF RENT WITNESSETH TN AS FOLLOWS:,none
Whereas the first party is the sole and absolute owner of the above cited / scheduled premises is hereby continued to be rented out the same to the second party which terms and conditions is as follows:,none
"The lessor have received a security Deposit amount of Rs.40,000/- (Rupees Fourty Thousand only) from the Lessees and hereby acknowledges the receipt of the same, which carries no interest but to be returned to the lessee at the time of the lessee Vacates and hands over the position.",arg_val
The Rent is payable by the Lessees to the Lessor is a sum of Rs.3800/- (Rupees Thirty Eight Thousand Only) on or before 10th of every English Calendar Month.,arg_val
This agreement is in force for a period of eleven (11) months and the same may be renewed by the mutual understanding of both the Lessor and the Lessee.,arg_till
"In case of either party wants back the portion or vacates the portion either must be informed within one month prior notice.,",arg_notice
The Electricity and water charged is to be borne by the Lessees only.,none
"The Lessee should neither sublet nor underlet and shall use the premises only for Residential and for not any business purpose, should maintain clean tidy with no interruption, and shall handover at the time of vacating in tenantable condition.",none
SCHEDULE,none
"The Schedule of Residential premises.', 'No.81, sri manjunatha nilaya, raju colony, yamalur Bangalore-560037, consists of one Hall, One Bed Room, Kitchen, Bath Room, and Completely Electrified with running water facilities and other amenities.",none
"In witness whereof both the parties have set their respective hands and affixed their signatures, hereunder the following and presence of the two witnesses today the day month year cited above.",none
WITNESSES:,none
"1.', 'LESSOR/OWNER",none
LESSEES/TENANT.,none
LEASSE AGREEENT,none
THIS INDENTURE IS MADE ON THIS THE DAY OF 1stDAY OF SEPTEMBER,none
2018 (TWO THOUSAND EIGHTEEN),none
Page -2\nBETWEEN,none
"SMT PARMESHWARI DEVI JOSHI (PAN No.', 'ACWPJ1537D), W/O Sri Chothmal Joshi ,Hindu by faith, Occupation-Housewife, Residing at-Joshi Kunj, opposite Akashwani, 2nd Mile Sevoke road, Siliguri.', 'West Bengal — hereinafter called the LESSOR/FIRST PARTY (which expression shall mean and include excluded by or repugnant to the context her heirs, executors, sucessors, administrators, representatives and assigns) of the FIRST PART.",none
AND,none
"TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED, a Private Limited Company incorporated under the Indian Companies Act 1956 having its incorporation No.', 'and its registered office at flat no 417, Ashiana",none
"tower, Exhibition Road Patna- 1, Bihar — hereinafter called the LESSEE/ SECOND PARTY (which expression shall mean and include unless excluded by or repugnant to the context its office bearers, successors in office, successors in interest and assigns) of the SECOND PART represented by its Branch-in-Charge duly authorized for this MISS YASODA SUNWAR Daughter of Late Phulman Sunwar, Hindu by religion, Indian by Nationality, Service by occupation resident of Turibari, Junglee Mohal, P.0.', 'Salugara-08, P.S.', 'Bhaktinagar, District Jalpaiguri in the State of West Bengal.",none
WHEREAS:,none
"The LESSOR is the sole and absolute Owner in respect of all that a premises measuring about Sq.', 'Ft. more or less at First floor of the building named ""JOSHI KUNJ"" building situated in the 2nd Mile Sevoke Road, Opposite Akashvani Bhawan, P.S.', 'Bhaktinagar, P.0.', 'Ektiasal-02, Siliguri, District-Jalpaiguri as more fully described in Schedule hereunder written (for the sake of brevity herein after referred to as said ""office premises"").",none
The LESSEE is a Private Limited Company engaged in the real estate business and as such is in need of a office space to run its business transactions and operations.,none
The LESSOR is no way related with the activities of the LESSEE and shall not be responsible for the acts and deeds of the LESSEE.,none
"The LESSEE having requirement of same for its commercial purpose, approached/requested the LESSOR to grant lease in respect of the aforesaid office premises for a period of 36 (Thirty Six) months which shall be counted from 1st September 2018 on lease and accordingly the LESSOR agreed.",none
Cont,none
Page 3,none
to grant license in favor of the LESSEE in respect of the said well Build aforesaid office premises (as more fully described in the Schedule hereunder written) for a period of 36 (Thirty Six) months counted from the 1st September 2018.,none
That now both the LESSOR and the LESSEE mutually decided to execute these presents of Leave and License in order to avoid all sorts of future misunderstandings and confusions amongst themselves.,none
NOW THIS AGREEMENT WITNESSETH AS FOLLOWS:,none
That the lease agreement in favor of the LESSEE has been executed for a period of 36 (Thirty Six) months commencing from 1st September 2018.,arg_till
That the LESSOR shall pay to the LESSOR a monthly lease fees amounting to Rs.23000/- (Rupees Twenty Three Thousand only) per month for the period of 36(Thirty Six) months.,none
That the LESSEE shall pay the aforesaid monthly License fee in the - succeeding month accordingly on or before the 10th of English Calendar month without claiming any deduction or abatement on any account whatsoever.,none
That the LESSEE shall pay the proportionate share of the common maintenance expenses amounting to Rs.920/-(Rupees Nine hundred twenty ) only per month on time to the LESSOR.,none
"That the Lessee shall pay a sum of Rs.80,000/-(Rupees Eighty Thousand)only as interest free refundable security deposit to the Lessor and on completion of the lease period the Lessor shall be liable to refund the security deposit without interest subject to peaceful physical handover of the aforesaid office premises by the Lessee to the Lessor.",none
"That on the expiry of the aforesaid lease period on 31st August 202land on the request of the LESSEE in writing before one month from the date of expiry of License Period, the LESSOR at her own free will and liberty can renew the license for a further period as required by the Lessee.",none
"7 That if the Lessor sells, transfers, bequeaths, gifts, mortgages or in any manner transfers ownerships or control of the office premises forming subject matter of these presents, the lease shall remain effect for full period of the lease period.",none
"That the LESSEE shall be entitled to get the electricity conlction in its own name from WBSEDCL, the Lessor shall provide NOC to the WBSEDCL in this regard.",none
"That the LESSEE herein shall at its own cost keep the aforesaid office premises in good and tenantable condition and also at its own cost make good the broken doors, window, fittings etc.', 'excluding the liability arising out riots and act of God and normal wear and tear.",none
"That the LESSOR shall not be responsible for repairs or damages arising out of negligence of LESSEE.', 'All repairs will be made by the LESSEE.",none
That the Municipal Corporation holding Tax and property taxes on the office premises shall be paid by the LESSOR.,none
"That the LESSEE agrees that it shall not in any manner assign, transfer, sublet or otherwise part with the possession of the said office premises or any part thereof in favour of any person or party whomsoever.",none
That the LESSEE agrees that it will use the said office for business/commercial purposes only and not for creating any sorts of nuisance.,none
That the LESSEE hereby undertakes not to conduct any illegal/ antisocial / immoral / indecent activities in the said office premises.,none
"That the LESSEE shall not expose the LESSOR to any damage, loss, harm due to any legal/ Government/ Society’s action or any action by the person so affected by the misdeeds of the LESSEE.",none
That the LESSEE shall not store any injurious goods or combustible substance in the said premises which may injure or damage the office premises or the building.,none
"That the LESSEE shall observe all the rules, regulations now in force or as may be imposed hereafter by the concerned Society, Government and Municipal Authorities in respect of its use and occupation of the said office premises from time to time.",none
That the LESSEE shall permit the LESSOR and her agent during office hours to enter upon and inspect the condition of the aforesaid office premises.,none
Cont\tP/5,none
Page - 5,none
"That the LESSEE binds itself to vacate and handover the peaceful vacant possession of the said office in good order and condition, normal wear and tear expected removing itself together with all its articles/things on completion of the License period i.e.', 'on 31st August 2021 to the LESSOR.",none
"That the LESSOR and the LESSEE hereby agrees with each other that if the Lessor hereof decides to terminate these presents earlier than the stipulated period herein above, then the Lessor shall serve a three clear months notice to the Lessee\nand in case if the Lessee decides to terminate then it shall serve a one month notice expressing such intention and accordingly the said agreement shall be terminated & determined upon the expiry of the said notice period.",none
"That in case of any disputes, doubts or differences arising between the parties hereof during the continuance of the license or afterwards regarding the interpretation of the contents of these instruments of this agreement or regarding any matter or transactions then the same shall be referred to Arbitration under the Arbitration and Conciliation Act and all the disputes shall be subject to the jurisdiction of the Siliguri court.",none
SCHEDULE AS REFERRED TO ABOVE,none
"All that well built office premises measuring more or less Sq.', 'ft. on First floor of the building named "" JOSHIKUNJ"" Building constructed on the land appertaining to Plot No.', '894(C.S), 380(0Id), of Mouza Dabgram-08 reorded in Khatian No.', '578(R.S), 1129(L.R) situated at 2nd Mile Sevoke Road, P.S.', 'Bhaktinagar, P.O.', 'Ektiasal-02 in the District of Jalpaiguri.",none
"The aforesaid building Joshi Kunj is butted and bounded as follows: - NORTH: ABA MEDICAL,",none
"SOUTH : LAND AND HOUSE OF DILIP GUPTA,",none
"EAST : SEVOKE ROAD,",none
"WEST : LAND OF THE LESSOR,",none
IN WITNESS WHEREOF the parties have set and subscribed their respective hands and seals on the day month and year first written above.,none
WITNESS:,none
1\t(LESSOR),none
(LESSEE),none
RENTfft\tENT,none
"This Rental Agreement is made and executed on this the .?.?', '?& day of\t\t2010 at Hyderabad, by and between:",arg_on
"M. V, V« VI JAY A SHANKAR, S/o, M, Rangaiah",arg_det
"R/o.', 'Flat No.', '309 , SHEETAL.ENCLAVE, JE12DIJNETLA,",arg_det
Ranga Reddy Districto,arg_det
(Hereinafter called the “LANDLORD”),arg_det
AND,arg_det
"MADDIREDDY BHARGAVA REDDY, S/O,MADDIREDDY SUBBA REDDY, R/o,Flat No.303, SHEETAL ENCLAVE, JEEDIMETLA,",arg_det
Ranga Reddy District\t•,none
(Hereinafter called the “TENANT”),none
"WHEREAS the Landlord is the absolute owner and possessor of the bearing No Flat NOe2sfi 303» sheetal enclave, jeedimetla",none
RANGA REDDY DISTRICT,none
WHEREAS the tenant approached the landlord and requested him/her to let-out the said House/Plot on the rental basis and the same is accepted.,none
WHEREAS the tenant agreed to pay the monthly rent on or before,none
5th day of every month at Rs\t9.99.7.9°\t p.m. and agreed to,arg_val
"bear Electricity, Water Charges etc., as applicable, is valid from 11 months,.for the purposes of .Resident iai__|iroofo",arg_till
In witnesses whereof both the parties have signed on this the Rental Agreement before the following witnesses:,none
WITNESSES:,none
STANDARD REAL ESTATE RENTAL AGREEMENT,none
"This Agreement made this 11 day of December, 2008, is between PROSPER 4 LESS,LLC\t (hereinafter referred to as",arg_on
"""Management"") and Jose Luis Salcido owner(hereinafter referred to as ""Resident"").', 'Management rents to Resident, and Resident rents from Management, property located at:",none
"Addressl6714 MOSSDALE BLVD.LANCASTER, State: California, Zip: 93535, the full legal description of which is the same as recorded with the Clerk of the Superior Court of Kern County, and is made a part hereof by reference (hereinafter referred to as the ""Property""), under the following terms and conditions:",none
"TERM: The initial term of this Agreement shall be for $700.00 Dollars per months beginning on the 15 day of DECEMBER, 2008.",arg_val
"CONDITION: Resident accepts Property in its present ""AS-IS"" condition and acknowledges that Resident has received a list of any existing damages to Property, been given the right to inspect same, and has approved said list except as previously specified in writing to Management.', 'Resident acknowledges receipt of the ""Move-In Inspection Form"" and accepts the responsibility to complete said form within seven (7) days of taking possession and return a completed, signed copy to Management.', ""Failure to do so shall be Resident's acknowledgment that Property is in perfect condition in every particular and that any damages, including breakage, bums and wear or otherwise not shown shall be Resident's responsibility and expense.""",none
"MAINTENANCE, REPAIRS: Resident acknowledges that the premises are in good order and repair, unless otherwise indicated herein.', 'Resident shall, at his own expense, and at all times, maintain the premises in a clean and sanitary manner, including all equipment and appliances therein and shall surrender the same, at the termination hereof, in as good condition as received, normal wear and tear excepted.', ""Resident expressly stipulates and agrees that Management is granting a rental discount in exchange for Resident's agreeing to perform and bear the expense of."", 'or have performed, minor maintenance and repairs on the dwelling, therefore",none
Management shall NOT be responsible for maintenance and repairs of the premises during the term of this Agreement or any,none
"extensions, unless otherwise provided for herein.', 'If Resident repair responsibilities conflict with any state laws to the contrary, Resident expressly agrees to fully waive and relinquish any protections so provided.', 'Resident shall be responsible for damages caused by his negligence and that of his family or invitees and guests.', 'Resident shall mow, irrigate and maintain any surrounding grounds, including lawns, shrubbery and gutters, and keep the same clear of rubbish, trash, weeds or leaves if such grounds are part of the Property and are available for the use of Resident.', 'Should Resident fail to do so, Management, after attempting to notify Resident, may, but is not required to, maintain lawns and/or shrubbery by using a professional yard maintenance company.', 'Resident agrees to pay the cost of any such yard maintenance as additional rent.",none
"APPLIANCES: All appliances of any kind including window air conditioners are specifically excluded from this Agreement.', 'Such appliances remain as a convenience to Resident and Management assumes no responsibility for their operation.', 'No part of the monthly rent is attributable to them.', 'Any appliance on premises at the signing of this Agreement shall be returned by Resident upon move-out in the same condition as at the signing of this Agreement.",none
"ALTERATIONS: Resident shall not make, or allow to be made, any alterations, installations, repairs or redecoration of any kind to the Property without prior written permission of Management, provided, however, that notwithstanding such consent, Resident agrees that all alterations including, without limitation, any items affixed to the Property, shall become the properly of Management upon the termination of this Agreement.', 'This includes, but is not limited to, ceiling fans, mini blinds, carpeting, fencing, lighting fixtures, shrubs, flowers, etc.', 'Removal of these items shall be considered theft subject to civil and criminal prosecution.",none
"USE: The Property shall be used for Residential purposes only and shall be occupied by the undersigned 2\tadults, children as",none
"named in the original application to rent, only.', 'Occupancy by guests staying over 14 days will be considered in violation of this agreement and additional monthly rent of $100.00 per person shall be due, chargeable from the beginning date of this Agreement, unless prior written consent is given by Management.', 'The Properly shall be used so as to comply with all state, county, and municipal laws and ordinances and shall be kept in a clean and orderly condition.', 'Resident shall not use the Property or permit it to be used for any disorderly or unlawful purpose or in any manner so as to interfere with neighbors.', 'Resident shall be responsible and fully liable for the conduct of his/her guests.', ""Acts of guests in violation of this Agreement or Management's rales and regulations may be deemed by Management to be a breach by Resident.""",none
Resident’s Initials,none
"""Utilities: Resident is responsible for payment of all utilities, to include water, sewage, garbage collection, cable TV, electricity, gas, local telephone service; even if the bills remain in Management's name."", 'Failing to pay the utility bills will be interpreted as a default and a violation of this Agreement.', 'Any installation costs are the responsibility of Resident.', 'Any wall jacks, telephone or cable installation shall remain with the Property.",none
Telephones: Resident shall obtain a home telephone and must supply Management with home and work telephone numbers immediately and agrees to immediately notify Management of any change of numbers during the term of this Agreement.,none
"Storage: No goods or materials of any kind or description which are combustible or would increase fire risk, shall be stored on the Properly.', ""Any storage shall be at Resident's risk and expense, Management shall not be responsible for any loss or damage.""",none
"Walls: No nails, screws or adhesive hangers except standard picture hooks, shade brackets and curtain rod brackets may be placed in walls, woodwork, or any part of the Property.",none
"GOOD HOUSEKEEPING IS EXPECTED OF EVERYONE: Resident agrees to keep the Property in a clean and sanitary condition, and to remove any trash or mbbish as it accumulates.",none
"Pest control: Resident agrees to provide pest control as needed.', 'Any infestation shall constitute a default of this Agreement.",none
Furnace maintenance: Resident shall change furnace filter(s) monthly during the heating/cooling season.,none
"Smoke alarm: Resident shall keep smoke alarm (si and fire extinguisher tif provided) in working order including replacing the battery as needed.', 'Resident accepts any liability associated with the use and upkeep of all such devices and understands how to and agrees to test same.",none
Kerosene Heaters and Appliances: Resident agrees not to use any form of Kerosene space heater in the dwelling.,none
"Water beds: Resident shall not have or keep any water bed in the dwelling without prior written permission of Management.', 'A condition of approval is a waterbed insurance policy paid by Resident with Management listed as loss payee.",none
"Vehicles: Vehicles shall NOT be parked on lawn at any time.', 'Non-operative vehicles are not permitted on Property.', ""Any such non-operative vehicle may be removed by Management at the expense of Resident, for storage for public or private sale, at Management's option, and Resident shall have no right of recourse against Management thereafter.""",none
"Yard care: Resident will be responsible for maintaining the lawn, bushes, and trees in a neat and attractive manner.', 'If not cared for, Management has the right to have this done professionally and Resident herewith agrees to pay the cost for same.",none
Gutters: Resident shall have gutters cleaned each fall or as needed.,none
Basements: Management in no way warrants any basement against any leakage of any kind at any time.,none
"Septic: If residence has septic tank, resident shall not abuse system; do not deposit tobacco, coffee grounds or unnecessary food or other wastes or materials, including diapers and sanitary napkins, down sinks or commodes.', 'Resident shall regularly add septic tank treatment, available at home supply stores, to the system to keep it operating properly and efficiently.', 'Resident is prohibited from adding a garbage disposal to any house, which has a septic system.",none
Resident’s Initials,none
"""PROPERTY LOSS & LIABILITY: Management shall not be liable for damage, theft, vandalism, or other loss of any kind to Resident's personal property or the personal property of Resident's family members or guests."", 'Management shall not be responsible or liable for any injury, loss or damage to any person or property of Resident or any other person.",none
"""RENTERS INSURANCE: Resident agrees to purchase comprehensive insurance, known as a Renter's Insurance Policy, against all perils, including but not limited to insurance on personal property or property of other persons from protection of loss due to or caused by theft, vandalism, bursting or breaking pipes, by or from fire, windstorm, hail, flooding, leakage, steam, snow or ice, by or from running water, backing up of drainage pipes, seepage, or the overflow of water or sewage on the Property."", 'Said policy shall include liability coverage of $300,000.00 minimum.",none
"LEAD, ASBESTOS, MOLD AND/OR RADON: If Property was constructed prior to 1980 it may contain lead and/or asbestos",none
"containing materials.', 'This shall serve as constructive notice that this Property was constmcted in approximately\t.', 'Resident",none
"may have Property tested for lead, asbestos, mold and/or radon levels prior to occupancy.', 'Should Resident determine that the levels of lead, asbestos, mold and/or radon are unacceptable to Resident, Resident may void this Agreement prior to taking possession of Property, but not later than three (3) days after entering into this Agreement with Management.', ""Resident herewith acknowledges receipt of the Federal Pamphlet Protect Your Family From Lead in Your Home and the Lessor's disclosure form attached hereto and made a part hereof by reference.""",none
"NO ASSIGNMENT OR SUBLETTING: Continued occupancy of the premises is a requirement.', 'Resident may not sub-let Property or assign this Agreement without the prior written consent of Management.', 'Any subletting, if granted, shall not release Resident from their obligations outlined herein.",none
"FIRE: If the Property is made uninhabitable by fire or other casualty, not the fault of Resident, this Agreement shall be voidable by either party.",none
"HOLDING OVER: Should the Resident hold over on the Properly after expiration of the term of this Agreement and with the consent of Management, the possession shall not be construed as a renewal for the same term, but shall be construed as a month to month tenancy in accordance with the terms hereof, as applicable, and Rental Rate shall be charged at a rate 50% higher than the Rental Rate as contained in Paragraph 3 hereinabove.', 'There shall be no renewal of this Agreement by operation of law.",none
"RIGHT OF ACCESS: Management may enter the Properly without notice to Resident for inspection and maintenance during reasonable hours.', 'Management shall attempt to notify Resident of the need for access, but has no obligation to do so.', 'If locks have been changed without providing Management with a key, Management may forcibly enter without being liable for damage or unlawful entry.', 'In case of emergency, Management may enter at any time.', 'During the last sixty (60) days of occupancy, or upon notification of intent to vacate, Management may place a sign on the Property and/or may install a lock-box and show the Property during reasonable hours.', 'Management will attempt to notify Resident, but has no obligation to do so.",none
"DEFAULT BY RESIDENT: Should Resident fail to pay any rent or other charges as and when due hereunder, or if Resident abandons the property or fails to perform any of its obligations hereunder, Management, at its option, may terminate all rights of Resident hereunder, unless Resident, within 24 hours after notice thereof, shall cure such default.', 'If Resident abandons or vacates the Property, while in default of the payment of rent, Management may consider any property left on the Property to be abandoned and may dispose of same in any manner allowed by law, without responsibility or liability therefore.', 'All personal property at the Property is hereby subject to a lien in favor of Management for payment of all sums due hereunder, to the maximum extent under law.', ""Upon the adjudication of Resident in Bankruptcy, or if any facts contained in Resident's application are untrue or misleading, then, upon the happening of any of said events, Resident shall be in default hereunder and Management may, at its option, immediately terminate this Agreement by written notice to Resident."", ""In the event of a default by Resident, Management may elect to (i) continue this Agreement and enforce all of Management's rights and remedies hereunder, including the right to recover the rent as it comes due, or (ii) at any time, terminate all of Resident's rights hereunder and recover from Resident all damages Management may incur by reason of the breach of this Agreement, including the cost of recovering the Property, and including the worth at the time of termination, or at the time of an award should a suit be instituted to enforce this provision, of the amount by which the unpaid rent for the balance of the term exceeds the amount of such rental loss which Resident proves could be reasonably avoided.""",none
"ABANDONMENT: Anytime the Property is left unoccupied for more than seven (7) days while rent remains unpaid without notice to Management, Management may consider the Property abandoned.', 'Management may, at its option, declare this Agreement forfeited and re-rent said premises without any liability whatsoever.', 'Resident shall be obligated to pay based on the balance of the rental agreement or the early termination requirement, whichever is greater.', 'If Resident removes or attempts to remove any personal property from the premises other than in the usual course of continuing occupancy, without having first paid Management all monies due, Management shall have the right, without notice, to obtain an injunction to stop removal as Management has an attachment interest in the personal belongings of the non-paying Resident.', ""Management shall also have the right to remove, store or dispose of any of Resident's personal property remaining on the premises after the termination of this agreement."", ""Any such personal property shall be considered Management's property, and title thereto shall vest in Management.""",none
Resident’s Initials,none
"CROSS DEFAULT: If Resident has entered into any other agreements concerning Property and Resident defaults on any provisions of those agreements, then this Agreement shall also be considered in default and, at the option of Management, this Agreement may be voided.",none
"REMEDIES CUMULATIVE: All remedies under this Agreement or by law or equity shall be cumulative.', ""In the event that either Management or Resident brings legal action to enforce the terms hereof or relating to the rental Property, the prevailing party shall be entitled to all costs incurred in connection with such action including reasonable attorney's fees."", 'In the event a collection agency becomes necessary to collect any accounts due on this Agreement, Resident agrees to pay said commission.', 'If any term or provision of this Agreement or application thereof to any person shall be held invalid or unenforceable, the remainder of this Agreement shall not be affected thereby.",none
NO ESTATE IN LAND: This Agreement shall create the relationship of landlord and tenant between Management and Resident; no estate shall pass out of Management; Resident has only a usufruct and not an estate for years.,none
"""MORTGAGEE'S RIGHTS: Resident's rights under this Agreement shall be subject to any bonafide mortgage or deed to secure debt, which is now or shall hereafter be placed on Property.""",none
"""MANAGEMENT'S PERMISSION OR CONSENT: If any provision of this Agreement requires the written permission or consent of Management as a condition to any act of Resident, such written permission or consent may be granted or withheld in the sole discretion of Management and/or may contain such conditions as Management deems appropriate and shall be effective only so long as Resident complies with such conditions."", ""Moreover, any written permission or consent given by Management to Resident may be modified, revoked, or withdrawn by Management at any time, at Management's sole discretion, upon written notice to Resident.""",none
"NOTICES: Any notice required by this Agreement, except as otherwise set forth shall be in writing and shall be deemed to be given if delivered personally or mailed via first class mail.",none
"If to Resident, to the Property or the last known address of Resident;",none
"If to Management, to the address as contained in Paragraph 3.",none
"""ACCURACY AND RESPONSIBILITY: Management has relied upon the information contained in Resident's application to enter into this Agreement."", 'Resident warrants that their rental application is fine, complete and accurate.', 'Resident agrees that if he/she has falsified any statement in the rental application, Management has the right to terminate this Rental Agreement immediately and further agrees that Management shall be entitled to retain any performance fee and any prepaid rents as fair and just liquidated damages.', 'Resident further agrees in the event Management exercises its option to terminate this Rental Agreement, he/she will remove him/herself, family and possessions from the Properly within 24 hours of notification by Management.', 'Resident further agrees to indemnify Management for any damages to Property including, but not limited to, the cost of making residence suitable for renting to",none
"INDEMNIFICATION: Management shall not be liable for any damage or injury to Resident, or any other person, or to ary property, occurring on the Property, or any part thereof, or in common areas thereof, unless such damage is the proximate result of the negligence or unlawful act of Management, his agents, or his employees.', 'Resident does hereby indemnify, release, and save harmless Management and Management agents from and against any and all suits, actions, claims, judgments, and expenses arising out of or relating to any loss of life, bodily or personal injury, properly damage, or other demand, claim or action of any nature arising out of or related to this Agreement or the use of this Properly and premises.",none
"ENTIRE AGREEMENT: This Agreement and any attached addendum constitutes the sole and entire Agreement between the parties and no representation, promise, or inducement not included in this Agreement, oral or written, shall be binding upon any party hereto.', 'Attachments: Move-in Inspection Report; EPA Lead Paint Disclosure; EPA Lead Paint Pamphlet; Other:",none
Tenats Acknowledge that only the Land is being,none
"IN WITNESS WHEREOF, the parties hereto have caused these presents to be signed in person or by a person duly authorized, the day and year above written.', 'If this Agreement is not signed by all the Residents named herein and/or on rental application, the one(s) signing warrants that he or she has the authority and is acting as agent to sign for the other.",none
Tenants Sign,none
(Print Name),none
Resident’s Initials,none
Resident’s Initials,none
RENTAL AGREEMENT,none
"THIS DEED OF RENTAL AGREEMENT ENTERED INTO AT CHENNAI ON 21st OF MARCH 2010 BETWEEN Mr. P C MATHEW, S/O K JOSEPH CHACKO, hereinafter called the party of the first part and between Mr. L GOPINATH S/o of G LAKSHMI NARISIMHAN after called the party of the second part witnesses.",arg_on
"Whereas the party of the first part being the owner of the premises at Flat No C 8 SAMS AVENUE APPARTMENT No 65 VALLUVAR ST ARUMBAKKAM CHENNAI 600106 has agreed to let the above premises to the party of the second part for residential use on a monthly rent of Rs.9000 (Rupees Nine Thousand Only) plus monthly maintenance expenses levied on by the association, on condition of his accepting to take on hire the house with amenities provided therein and whereas the party of the second part has agreed and will occupy the premises From 1st April 2010.",arg_val
"The lessor hereby let on lease the house to the lessee on a monthly rent of Rs.9000/-(Rupees Seven thousand only) for a period of 11 months starting from 1st of April 2010.', 'The amount shall be paid before 5th of the succeeding calendar month without any deduction whatsoever.",arg_val
"The lease is for a period of 11 months, commencing from this day, 1st of April 2010.",arg_till
"The lessor hereby grants to the lessees to use and occupy the ground floor of the said house for residential purpose only and not for godown, storage of articles, packing/unpacking or for any other business purposes.",none
"The lessee had kept deposited with the lessor a sum of Rs.90000/-(Rupees Ninety Five thousand only), as deposit without interest for the due performance of this agreement.', 'The deposit shall not entitle the lessee to withhold any payment of monthly rent.",arg_val
